                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.55063,                  5.403,                0.18167,                0.60855,                0.88771,                0.43584,                0.85831,                0.44339,                0.24339,                0.02342,                0.03894,                0.01163,                0.00492,                 1.5826,                 8.6895,                0.07103,                  2.216,                  1.946,              0.0033326,              0.0033326,              0.0033326
